Table 1
,,,,,,,,,,,,,,
,Date,FTSE 100,Date,FTSE-All Share,Date,Gold ,Date,GBP Currency,Date,10 year Britain Bond,Date,3 Month British Bond,,
,,,2/23/2006,2975.36,8/24/2006,329.31,8/25/2006,1.8871,2006-02-23,4.1340,,,,
,,,2/22/2006,2990.97,8/23/2006,328.53,8/24/2006,1.8869,2006-02-22,4.1110,,,,
,,,2/21/2006,2983.96,8/22/2006,331.04,8/23/2006,1.8935,2006-02-21,4.1270,,,,
,,,2/20/2006,2986.1,8/21/2006,331.6,8/22/2006,1.8885,2006-02-20,4.1160,,,,
,,,2/17/2006,2979.74,8/18/2006,326.83,8/21/2006,1.8942,2006-02-17,4.1300,,,,
,,,2/16/2006,2967.49,8/17/2006,325.78,8/18/2006,1.8813,2006-02-16,4.1690,,,,
,,,2/15/2006,2950.06,8/16/2006,331.83,8/17/2006,1.8851,2006-02-15,4.2050,,,,
,,,2/14/2006,2949.85,8/15/2006,329.93,8/16/2006,1.8953,2006-02-14,4.1600,,,,
,,,2/13/2006,2950.73,8/14/2006,332.03,8/15/2006,1.8938,2006-02-13,4.1940,,,,
,,,2/10/2006,2937.97,8/11/2006,334.43,8/14/2006,1.8877,2006-02-10,4.1820,,,,
,,,2/9/2006,2958.88,8/10/2006,336.04,8/11/2006,1.8898,2006-02-09,4.1620,,,,
,,,2/8/2006,2917.38,8/9/2006,341.37,8/10/2006,1.8933,2006-02-08,4.2170,,,,
,,,2/7/2006,2926.67,8/8/2006,337.05,8/9/2006,1.9046,2006-02-07,4.2180,,,,
,,,2/6/2006,2939.7,8/7/2006,340.12,8/8/2006,1.9076,2006-02-06,4.1940,,,,
,,,2/3/2006,2931.76,8/4/2006,338.83,8/7/2006,1.9073,2006-02-03,4.1840,,,,
,,,2/2/2006,2926.45,8/3/2006,341.68,8/4/2006,1.9079,2006-02-02,4.2020,,,,
,,,2/1/2006,2951.12,8/2/2006,347.01,8/3/2006,1.8877,2006-02-01,4.1900,,,,
,,,1/31/2006,2928.56,8/1/2006,345.06,8/2/2006,1.8771,2006-01-31,4.1500,,,,
,,,1/30/2006,2936.58,7/31/2006,340.94,8/1/2006,1.8762,2006-01-30,4.1770,,,,
,,,1/27/2006,2941.08,7/28/2006,340.58,7/31/2006,1.8677,2006-01-27,4.1980,,,,
,,,1/26/2006,2907.51,7/27/2006,341.51,7/28/2006,1.8636,2006-01-26,4.1750,,,,
,,,1/25/2006,2898.37,7/26/2006,336.99,7/27/2006,1.8572,2006-01-25,4.1060,,,,
,,,1/24/2006,2862.41,7/25/2006,336.64,7/26/2006,1.8544,2006-01-24,4.0340,,,,
,,,1/23/2006,2872.9,7/24/2006,332.41,7/25/2006,1.8392,2006-01-23,4.0230,,,,
,,,1/20/2006,2880.74,7/21/2006,334.24,7/24/2006,1.8513,2006-01-20,4.0420,,,,
,,,1/19/2006,2888.41,7/20/2006,339.82,7/21/2006,1.8583,2006-01-19,4.0440,,,,
,,,1/18/2006,2870.62,7/19/2006,349.01,7/20/2006,1.8487,2006-01-18,3.9840,,,,
,,,1/17/2006,2887.63,7/18/2006,346.64,7/19/2006,1.8418,2006-01-17,3.9880,,,,
,,,1/16/2006,2908.1,7/17/2006,353.65,7/18/2006,1.8261,2006-01-16,4.0490,,,,
,,,1/13/2006,2894.42,7/14/2006,361.19,7/17/2006,1.8184,2006-01-13,4.0580,,,,
,,,1/12/2006,2905.29,7/13/2006,358.18,7/14/2006,1.8386,2006-01-12,4.0830,,,,
,,,1/11/2006,2902.96,7/12/2006,355.17,7/13/2006,1.8439,2006-01-11,4.1200,,,,
,,,1/10/2006,2880.59,7/11/2006,347.46,7/12/2006,1.8347,2006-01-10,4.1360,,,,
,,,1/9/2006,2901.13,7/10/2006,339.17,7/11/2006,1.8464,2006-01-09,4.1060,,,,
,,,1/6/2006,2901.86,7/7/2006,339.96,7/10/2006,1.8405,2006-01-06,4.0760,,,,
,,,1/5/2006,2883.81,7/6/2006,344.56,7/7/2006,1.8506,2006-01-05,4.0710,,,,
,,,1/4/2006,2896,7/5/2006,342.6,7/6/2006,1.8372,2006-01-04,4.0740,,,,
,,,1/3/2006,2878.65,7/4/2006,335.91,7/5/2006,1.8344,2006-01-03,4.1050,,,,
,,,12/30/2005,2847.02,7/3/2006,338.95,7/4/2006,1.8464,2005-12-30,4.1000,,,,
,,,12/29/2005,2856.43,6/30/2006,333.21,7/3/2006,1.8424,2005-12-29,4.1240,,,,
,,,12/28/2005,2846.13,6/29/2006,327.76,6/30/2006,1.8483,2005-12-28,4.1170,,,,
,,,12/23/2005,2835.12,6/28/2006,319,6/29/2006,1.8282,2005-12-23,4.1810,,,,
,,,12/22/2005,2834.11,6/27/2006,318.31,6/28/2006,1.8186,2005-12-22,4.1870,,,,
,,,12/21/2005,2827.11,6/26/2006,320.91,6/27/2006,1.8213,2005-12-21,4.2140,,,,
,,,12/20/2005,2807.11,6/23/2006,320.92,6/26/2006,1.8237,2005-12-20,4.1780,,,,
,,,12/19/2005,2803.53,6/22/2006,317.64,6/23/2006,1.8173,2005-12-19,4.1960,,,,
,,,12/16/2005,2799.04,6/21/2006,318.42,6/22/2006,1.828,2005-12-16,4.2390,,,,
,,,12/15/2005,2781.12,6/20/2006,312.45,6/21/2006,1.8453,2005-12-15,4.2850,,,,
,,,12/14/2005,2790.5,6/19/2006,306.96,6/20/2006,1.8419,2005-12-14,4.2850,,,,
,,,12/13/2005,2785.83,6/16/2006,314.1,6/19/2006,1.8416,2005-12-13,4.2970,,,,
,,,12/12/2005,2782.36,6/15/2006,312.01,6/16/2006,1.8507,2005-12-12,4.3050,,,,
,,,12/9/2005,2788.28,6/14/2006,303.6,6/15/2006,1.8495,2005-12-09,4.3310,,,,
,,,12/8/2005,2792.35,6/13/2006,306.65,6/14/2006,1.8422,2005-12-08,4.2500,,,,
,,,12/7/2005,2794.08,6/12/2006,327.94,6/13/2006,1.8328,2005-12-07,4.2940,,,,
,,,12/6/2005,2797.26,6/9/2006,330.06,6/12/2006,1.8424,2005-12-06,4.2440,,,,
,,,12/5/2005,2784.79,6/8/2006,332.81,6/9/2006,1.8405,2005-12-05,4.2780,,,,
,,,12/2/2005,2793.13,6/7/2006,337.58,6/8/2006,1.8424,2005-12-02,4.2260,,,,
,,,12/1/2005,2770.82,6/6/2006,338.98,6/7/2006,1.8545,2005-12-01,4.1900,,,,
,,,11/30/2005,2741.05,6/5/2006,340.3,6/6/2006,1.8602,2005-11-30,4.2310,,,,
,,,11/29/2005,2770.58,6/2/2006,339.04,6/5/2006,1.8724,2005-11-29,4.2460,,,,
,,,11/28/2005,2763.31,6/1/2006,337.58,6/2/2006,1.8819,2005-11-28,4.2100,,,,
,,,11/25/2005,2782.87,5/31/2006,345.1,6/1/2006,1.8657,2005-11-25,4.2010,,,,
,,,11/24/2005,2775.99,5/30/2006,346.53,5/31/2006,1.8698,2005-11-24,4.2040,,,,
,,,11/23/2005,2785.3,5/29/2006,348.27,5/30/2006,1.8838,2005-11-23,4.2460,,,,
,,,11/22/2005,2776.08,5/26/2006,351.57,5/29/2006,1.8597,2005-11-22,4.2400,,,,
,,,11/21/2005,2767,5/25/2006,347.52,5/26/2006,1.8593,2005-11-21,4.2190,,,,
,,,11/18/2005,2765.34,5/24/2006,343.64,5/25/2006,1.8731,2005-11-18,4.2680,,,,
,,,11/17/2005,2745.1,5/23/2006,354.51,5/24/2006,1.8687,2005-11-17,4.2310,,,,
,,,11/16/2005,2730.1,5/22/2006,347.65,5/23/2006,1.8801,2005-11-16,4.2100,,,,
,,,11/15/2005,2735.86,5/19/2006,350.33,5/22/2006,1.8873,2005-11-15,4.3390,,,,
,,,11/14/2005,2748.34,5/18/2006,360.37,5/19/2006,1.8797,2005-11-14,4.4290,,,,
,,,11/11/2005,2744.18,5/17/2006,364.92,5/18/2006,1.8935,2005-11-11,4.4400,,,,
,,,11/10/2005,2724.54,5/16/2006,365.7,5/17/2006,1.8828,2005-11-10,4.4320,,,,
,,,11/9/2005,2730.39,5/15/2006,360.95,5/16/2006,1.8879,2005-11-09,4.4400,,,,
,,,11/8/2005,2740.07,5/12/2006,377.47,5/15/2006,1.8794,2005-11-08,4.3990,,,,
,,,11/7/2005,2740.17,5/11/2006,379.74,5/12/2006,1.8946,2005-11-07,4.4280,,,,
,,,11/4/2005,2721.38,5/10/2006,379.85,5/11/2006,1.8826,2005-11-04,4.4370,,,,
,,,11/3/2005,2725.07,5/9/2006,375.43,5/10/2006,1.8638,2005-11-03,4.4410,,,,
,,,11/2/2005,2689.51,5/8/2006,365.05,5/9/2006,1.8667,2005-11-02,4.4120,,,,
,,,11/1/2005,2678.92,5/5/2006,367.74,5/8/2006,1.8591,2005-11-01,4.3410,,,,
,,,10/31/2005,2664.4,5/4/2006,367.09,5/5/2006,1.8594,2005-10-31,4.3350,,,,
,,,10/28/2005,2610.28,5/3/2006,362.11,5/4/2006,1.8514,2005-10-28,4.3600,,,,
,,,10/27/2005,2599.17,5/2/2006,363.61,5/3/2006,1.8421,2005-10-27,4.4080,,,,
,,,10/26/2005,2623.01,5/1/2006,358.82,5/2/2006,1.8396,2005-10-26,4.4290,,,,
,,,10/25/2005,2598.66,4/28/2006,358.45,5/1/2006,1.8262,2005-10-25,4.4100,,,,
,,,10/24/2005,2610.09,4/27/2006,352.11,4/28/2006,1.8259,2005-10-24,4.3590,,,,
,,,10/21/2005,2577.47,4/26/2006,357.89,4/27/2006,1.8016,2005-10-21,4.3660,,,,
,,,10/20/2005,2588.83,4/25/2006,352.28,4/26/2006,1.7847,2005-10-20,4.4060,,,,
,,,10/19/2005,2587.2,4/24/2006,347.09,4/25/2006,1.7883,2005-10-19,4.3720,,,,
,,,10/18/2005,2637.49,4/21/2006,355.04,4/24/2006,1.7882,2005-10-18,4.4030,,,,
,,,10/17/2005,2648.04,4/20/2006,344.33,4/21/2006,1.7822,2005-10-17,4.4220,,,,
,,,10/14/2005,2643.3,4/19/2006,357.08,4/20/2006,1.7788,2005-10-14,4.4160,,,,
,,,10/13/2005,2639.17,4/18/2006,348.48,4/19/2006,1.7928,2005-10-13,4.3980,,,,
,,,10/12/2005,2678.56,4/17/2006,346.78,4/18/2006,1.7833,2005-10-12,4.3270,,,,
,,,10/11/2005,2697.19,4/14/2006,342.15,4/17/2006,1.7692,2005-10-11,4.2750,,,,
,,,10/10/2005,2692.78,4/13/2006,340.52,4/14/2006,1.751,2005-10-10,4.2570,,,,
,,,10/7/2005,2686.3,4/12/2006,342.05,4/13/2006,1.7526,2005-10-07,4.2690,,,,
,,,10/6/2005,2692.07,4/11/2006,339.26,4/12/2006,1.7493,2005-10-06,4.2600,,,,
,,,10/5/2005,2721.29,4/10/2006,344.15,4/11/2006,1.7491,2005-10-05,4.2640,,,,
,,,10/4/2005,2754.22,4/7/2006,337.77,4/10/2006,1.7427,2005-10-04,4.2830,,,,
,,,10/3/2005,2756.75,4/6/2006,339.6,4/7/2006,1.7422,2005-10-03,4.3090,,,,
,,,9/30/2005,2745.79,4/5/2006,335.64,4/6/2006,1.7533,2005-09-30,4.2870,,,,
,,,9/29/2005,2744.73,4/4/2006,334.27,4/5/2006,1.7538,2005-09-29,4.2680,,,,
,,,9/28/2005,2752.01,4/3/2006,338.18,4/4/2006,1.7552,2005-09-28,4.2690,,,,
,,,9/27/2005,2729.87,3/31/2006,336.04,4/3/2006,1.7392,2005-09-27,4.2950,,,,
,,,9/26/2005,2732.4,3/30/2006,337.15,3/31/2006,1.7372,2005-09-26,4.2920,,,,
,,,9/23/2005,2714.33,3/29/2006,330.89,3/30/2006,1.7459,2005-09-23,4.2180,,,,
,,,9/22/2005,2701.25,3/28/2006,323.42,3/29/2006,1.7345,2005-09-22,4.1840,,,,
,,,9/21/2005,2695.18,3/27/2006,324.86,3/28/2006,1.743,2005-09-21,4.1640,,,,
,,,9/20/2005,2719,3/24/2006,321.66,3/27/2006,1.7464,2005-09-20,4.2280,,,,
,,,9/19/2005,2724.41,3/23/2006,316.91,3/24/2006,1.7424,2005-09-19,4.2250,,,,
,,,9/16/2005,2713.8,3/22/2006,315.26,3/23/2006,1.7349,2005-09-16,4.1920,,,,
,,,9/15/2005,2701.9,3/21/2006,315.95,3/22/2006,1.7473,2005-09-15,4.1920,,,,
,,,9/14/2005,2686.29,3/20/2006,315.98,3/21/2006,1.7478,2005-09-14,4.1800,,,,
,,,9/13/2005,2681.03,3/17/2006,315.45,3/20/2006,1.7562,2005-09-13,4.1920,,,,
,,,9/12/2005,2699.92,3/16/2006,316.07,3/17/2006,1.7565,2005-09-12,4.2350,,,,
,,,9/9/2005,2690.83,3/15/2006,316.39,3/16/2006,1.7574,2005-09-09,4.1600,,,,
,,,9/8/2005,2680.95,3/14/2006,315.57,3/15/2006,1.7481,2005-09-08,4.1900,,,,
,,,9/7/2005,2693.48,3/13/2006,315.07,3/14/2006,1.7462,2005-09-07,4.2190,,,,
,,,9/6/2005,2688.03,3/10/2006,313.1,3/13/2006,1.7329,2005-09-06,4.1960,,,,
,,,9/5/2005,2679,3/9/2006,314.63,3/10/2006,1.726,2005-09-05,4.1510,,,,
,,,9/2/2005,2674.61,3/8/2006,312.6,3/9/2006,1.7356,2005-09-02,4.1430,,,,
,,,9/1/2005,2675.4,3/7/2006,318.41,3/8/2006,1.7389,2005-09-01,4.1200,,,,
,,,8/31/2005,2659.21,3/6/2006,317.29,3/7/2006,1.7359,2005-08-31,4.1590,,,,
,,,8/30/2005,2640.58,3/3/2006,322.07,3/6/2006,1.7505,2005-08-30,4.1810,,,,
,,,8/26/2005,2627.58,3/2/2006,324.73,3/3/2006,1.7557,2005-08-26,4.2180,,,,
,,,8/25/2005,2638.1,3/1/2006,321.73,3/2/2006,1.7534,2005-08-25,4.2150,,,,
,,,8/24/2005,2647.52,2/28/2006,320.25,3/1/2006,1.7501,2005-08-24,4.2390,,,,
,,,8/23/2005,2658.13,2/27/2006,318.27,2/28/2006,1.7536,2005-08-23,4.2510,,,,
,,,8/22/2005,2665.1,2/24/2006,320.19,2/27/2006,1.7401,2005-08-22,4.2680,,,,
,,,8/19/2005,2661.32,2/23/2006,313.42,2/24/2006,1.7456,2005-08-19,4.2730,,,,
,,,8/18/2005,2640.96,2/22/2006,318.39,2/23/2006,1.7512,2005-08-18,4.2560,,,,
,,,8/17/2005,2652.54,2/21/2006,317.53,2/22/2006,1.7439,2005-08-17,4.2890,,,,
,,,8/16/2005,2667.01,2/20/2006,318.89,2/21/2006,1.7458,2005-08-16,4.3010,,,,
,,,8/15/2005,2676.74,2/17/2006,316.96,2/20/2006,1.7437,2005-08-15,4.3310,,,,
,,,8/12/2005,2677.29,2/16/2006,314.97,2/17/2006,1.7421,2005-08-12,4.3390,,,,
,,,8/11/2005,2682.23,2/15/2006,310.15,2/16/2006,1.7394,2005-08-11,4.4080,,,,
,,,8/10/2005,2691.93,2/14/2006,315.34,2/15/2006,1.741,2005-08-10,4.4030,,,,
,,,8/9/2005,2684.49,2/13/2006,310.16,2/14/2006,1.7363,2005-08-09,4.4040,,,,
,,,8/8/2005,2675.08,2/10/2006,315.91,2/13/2006,1.7409,2005-08-08,4.3990,,,,
,,,8/5/2005,2662.74,2/9/2006,324.12,2/10/2006,1.7443,2005-08-05,4.4180,,,,
,,,8/4/2005,2663.22,2/8/2006,316.65,2/9/2006,1.7414,2005-08-04,4.3640,,,,
,,,8/3/2005,2669.72,2/7/2006,314.59,2/8/2006,1.7417,2005-08-03,4.3810,,,,
,,,8/2/2005,2665.89,2/6/2006,326.14,2/7/2006,1.7447,2005-08-02,4.3830,,,,
,,,8/1/2005,2649.12,2/3/2006,322.03,2/6/2006,1.7477,2005-08-01,4.3620,,,,
,,,7/29/2005,2644.75,2/2/2006,321.43,2/3/2006,1.763,2005-07-29,4.3150,,,,
,,,7/28/2005,2638.06,2/1/2006,320.92,2/2/2006,1.7806,2005-07-28,4.3080,,,,
,,,7/27/2005,2633.86,1/31/2006,319.61,2/1/2006,1.7746,2005-07-27,4.3040,,,,
,,,7/26/2005,2627.62,1/30/2006,318.65,1/31/2006,1.7793,2005-07-26,4.3110,,,,
,,,7/25/2005,2633.86,1/27/2006,316.6,1/30/2006,1.7687,2005-07-25,4.2860,,,,
,,,7/22/2005,2621.31,1/26/2006,315.05,1/27/2006,1.7674,2005-07-22,4.2970,,,,
,,,7/21/2005,2611.31,1/25/2006,315.9,1/26/2006,1.7793,2005-07-21,4.3600,,,,
,,,7/20/2005,2607.4,1/24/2006,313,1/25/2006,1.7839,2005-07-20,4.3450,,,,
,,,7/19/2005,2600.39,1/23/2006,312.95,1/24/2006,1.7848,2005-07-19,4.3290,,,,
,,,7/18/2005,2607.07,1/20/2006,312.7,1/23/2006,1.7875,2005-07-18,4.2950,,,,
,,,7/15/2005,2615.72,1/19/2006,316.98,1/20/2006,1.7708,2005-07-15,4.3380,,,,
,,,7/14/2005,2629.59,1/18/2006,307.9,1/19/2006,1.7597,2005-07-14,4.3480,,,,
,,,7/13/2005,2625.32,1/17/2006,313.85,1/18/2006,1.7638,2005-07-13,4.3200,,,,
,,,7/12/2005,2612.74,1/16/2006,317.91,1/17/2006,1.7678,2005-07-12,4.3120,,,,
,,,7/11/2005,2624.76,1/13/2006,313.4,1/16/2006,1.7685,2005-07-11,4.2950,,,,
,,,7/8/2005,2617.63,1/12/2006,310.44,1/13/2006,1.777,2005-07-08,4.2190,,,,
,,,7/7/2005,2579.74,1/11/2006,310.3,1/12/2006,1.7602,2005-07-07,4.2040,,,,
,,,7/6/2005,2615.66,1/10/2006,307.41,1/11/2006,1.7644,2005-07-06,4.2870,,,,
,,,7/5/2005,2594.53,1/9/2006,310.95,1/10/2006,1.7649,2005-07-05,4.2670,,,,
,,,7/4/2005,2593.34,1/6/2006,304.81,1/9/2006,1.7655,2005-07-04,4.2220,,,,
,,,7/1/2005,2583.9,1/5/2006,298.89,1/6/2006,1.7706,2005-07-01,4.2100,,,,
,,,6/30/2005,2560.17,1/4/2006,303.95,1/5/2006,1.7559,2005-06-30,4.1730,,,,
,,,6/29/2005,2556.54,1/3/2006,305.93,1/4/2006,1.7587,2005-06-29,4.2200,,,,
,,,6/28/2005,2547.86,1/2/2006,300.73,1/3/2006,1.7462,2005-06-28,4.2350,,,,
,,,6/27/2005,2526.29,12/30/2005,300.42,1/2/2006,1.7199,2005-06-27,4.1830,,,,
,,,6/24/2005,2544.34,12/29/2005,299.66,12/30/2005,1.723,2005-06-24,4.2260,,,,
,,,6/23/2005,2561.7,12/28/2005,300.94,12/29/2005,1.7249,2005-06-23,4.2610,,,,
,,,6/22/2005,2553.43,12/27/2005,294.05,12/28/2005,1.7168,2005-06-22,4.2590,,,,
,,,6/21/2005,2544.17,12/26/2005,291.41,12/27/2005,1.7272,2005-06-21,4.3530,,,,
,,,6/20/2005,2541.38,12/23/2005,290.16,12/26/2005,1.7328,2005-06-20,4.4190,,,,
,,,6/17/2005,2544.59,12/22/2005,290.23,12/23/2005,1.7334,2005-06-17,4.3990,,,,
,,,6/16/2005,2529,12/21/2005,283.89,12/22/2005,1.7372,2005-06-16,4.4150,,,,
,,,6/15/2005,2515.35,12/20/2005,280.52,12/21/2005,1.7449,2005-06-15,4.4000,,,,
,,,6/14/2005,2528.1,12/19/2005,285.8,12/20/2005,1.7546,2005-06-14,4.3300,,,,
,,,6/13/2005,2530.34,12/16/2005,283.89,12/19/2005,1.7628,2005-06-13,4.2980,,,,
,,,6/10/2005,2519.73,12/15/2005,284.94,12/16/2005,1.7728,2005-06-10,4.2560,,,,
,,,6/9/2005,2508.46,12/14/2005,285.54,12/15/2005,1.7653,2005-06-09,4.2410,,,,
,,,6/8/2005,2506.46,12/13/2005,292.99,12/14/2005,1.7731,2005-06-08,4.2150,,,,
,,,6/7/2005,2516.07,12/12/2005,297.27,12/13/2005,1.7702,2005-06-07,4.2420,,,,
,,,6/6/2005,2494.79,12/9/2005,299.75,12/12/2005,1.7762,2005-06-06,4.2830,,,,
,,,6/3/2005,2503.35,12/8/2005,297.3,12/9/2005,1.7548,2005-06-03,4.2650,,,,
,,,6/2/2005,2503.72,12/7/2005,296.87,12/8/2005,1.753,2005-06-02,4.2390,,,,
,,,6/1/2005,2504.82,12/6/2005,293.82,12/7/2005,1.7354,2005-06-01,4.2520,,,,
,,,5/31/2005,2483.35,12/5/2005,292.34,12/6/2005,1.7407,2005-05-31,4.3150,,,,
,,,5/27/2005,2492.01,12/2/2005,290.51,12/5/2005,1.7421,2005-05-27,4.3900,,,,
,,,5/26/2005,2494.64,12/1/2005,291.02,12/2/2005,1.7328,2005-05-26,4.3590,,,,
,,,5/25/2005,2481.14,11/30/2005,285.14,12/1/2005,1.7315,2005-05-25,4.3260,,,,
,,,5/24/2005,2484.68,11/29/2005,290.92,11/30/2005,1.7293,2005-05-24,4.3320,,,,
,,,5/23/2005,2486.91,11/28/2005,288.38,11/29/2005,1.718,2005-05-23,4.3590,,,,
,,,5/20/2005,2476.83,11/25/2005,289.39,11/28/2005,1.7296,2005-05-20,4.3960,,,,
,,,5/19/2005,2472.76,11/24/2005,286.4,11/25/2005,1.7142,2005-05-19,4.3720,,,,
,,,5/18/2005,2463.45,11/23/2005,285.71,11/24/2005,1.7228,2005-05-18,4.3500,,,,
,,,5/17/2005,2441.02,11/22/2005,287.07,11/23/2005,1.7239,2005-05-17,4.3550,,,,
,,,5/16/2005,2433.68,11/21/2005,286.62,11/22/2005,1.7224,2005-05-16,4.3710,,,,
,,,5/13/2005,2434.26,11/18/2005,282.82,11/21/2005,1.7155,2005-05-13,4.3710,,,,
,,,5/12/2005,2437.7,11/17/2005,282.71,11/18/2005,1.7179,2005-05-12,4.4110,,,,
,,,5/11/2005,2427.05,11/16/2005,279.22,11/17/2005,1.7193,2005-05-11,4.4370,,,,
,,,5/10/2005,2434.84,11/15/2005,269.98,11/16/2005,1.7166,2005-05-10,4.5090,,,,
,,,5/9/2005,2444.78,11/14/2005,269.17,11/15/2005,1.7354,2005-05-09,4.5630,,,,
,,,5/6/2005,2448.06,11/11/2005,269.04,11/14/2005,1.7369,2005-05-06,4.5970,,,,
,,,5/5/2005,2441.73,11/10/2005,267.9,11/11/2005,1.7424,2005-05-05,4.5270,,,,
,,,5/4/2005,2431.01,11/9/2005,267.75,11/10/2005,1.7412,2005-05-04,4.5470,,,,
,,,5/3/2005,2424.59,11/8/2005,264.22,11/9/2005,1.7434,2005-05-03,4.5120,,,,
,,,4/29/2005,2397.05,11/7/2005,263.47,11/8/2005,1.7444,2005-04-29,4.5310,,,,
,,,4/28/2005,2393.29,11/4/2005,260.94,11/7/2005,1.7441,2005-04-28,4.5380,,,,
,,,4/27/2005,2397.9,11/3/2005,260.39,11/4/2005,1.7497,2005-04-27,4.5550,,,,
,,,4/26/2005,2428.05,11/2/2005,260.72,11/3/2005,1.7708,2005-04-26,4.5790,,,,
,,,4/25/2005,2439.45,11/1/2005,260.08,11/2/2005,1.7767,2005-04-25,4.5810,,,,
,,,4/22/2005,2432.85,10/31/2005,263.05,11/1/2005,1.7652,2005-04-22,4.5970,,,,
,,,4/21/2005,2418.07,10/28/2005,266.95,10/31/2005,1.77,2005-04-21,4.5920,,,,
,,,4/20/2005,2419.59,10/27/2005,265.61,10/28/2005,1.7739,2005-04-20,4.5950,,,,
,,,4/19/2005,2434.24,10/26/2005,265.35,10/27/2005,1.7834,2005-04-19,4.5940,,,,
,,,4/18/2005,2418.79,10/25/2005,264.83,10/26/2005,1.7747,2005-04-18,4.5830,,,,
,,,4/15/2005,2453.9,10/24/2005,262.99,10/25/2005,1.7845,2005-04-15,4.6130,,,,
,,,4/14/2005,2481.08,10/21/2005,264.01,10/24/2005,1.7691,2005-04-14,4.6540,,,,
,,,4/13/2005,2491.55,10/20/2005,260,10/21/2005,1.7685,2005-04-13,4.6670,,,,
,,,4/12/2005,2484.55,10/19/2005,263.15,10/20/2005,1.7745,2005-04-12,4.6900,,,,
,,,4/11/2005,2496.44,10/18/2005,269.67,10/19/2005,1.7654,2005-04-11,4.6850,,,,
,,,4/8/2005,2501.89,10/17/2005,270.21,10/18/2005,1.7511,2005-04-08,4.6940,,,,
,,,4/7/2005,2497.53,10/14/2005,265.54,10/17/2005,1.7542,2005-04-07,4.6540,,,,
,,,4/6/2005,2483.84,10/13/2005,268.42,10/14/2005,1.7684,2005-04-06,4.6960,,,,
,,,4/5/2005,2479.16,10/12/2005,268.84,10/13/2005,1.7568,2005-04-05,4.7160,,,,
,,,4/4/2005,2458.69,10/11/2005,272.29,10/12/2005,1.7517,2005-04-04,4.6980,,,,
,,,4/1/2005,2468.46,10/10/2005,270.6,10/11/2005,1.7464,2005-04-01,4.7390,,,,
,,,3/31/2005,2457.73,10/7/2005,269.54,10/10/2005,1.7564,2005-03-31,4.6990,,,,
,,,3/30/2005,2457.62,10/6/2005,266.15,10/7/2005,1.7617,2005-03-30,4.7370,,,,
,,,3/29/2005,2467.63,10/5/2005,263.72,10/6/2005,1.7789,2005-03-29,4.7870,,,,
,,,3/24/2005,2470.58,10/4/2005,264.97,10/5/2005,1.7624,2005-03-24,4.8140,,,,
,,,3/23/2005,2462.79,10/3/2005,265.47,10/4/2005,1.7589,2005-03-23,4.8410,,,,
,,,3/22/2005,2480.12,9/30/2005,265.77,10/3/2005,1.755,2005-03-22,4.7840,,,,
,,,3/21/2005,2480.52,9/29/2005,268.17,9/30/2005,1.7643,2005-03-21,4.8400,,,,
,,,3/18/2005,2476.21,9/28/2005,265.29,9/29/2005,1.7612,2005-03-18,4.8270,,,,
,,,3/17/2005,2474.37,9/27/2005,262.09,9/28/2005,1.7679,2005-03-17,4.8030,,,,
,,,3/16/2005,2481.4,9/26/2005,262.27,9/27/2005,1.7664,2005-03-16,4.7740,,,,
,,,3/15/2005,2510.1,9/23/2005,260.91,9/26/2005,1.7793,2005-03-15,4.7920,,,,
,,,3/14/2005,2499.36,9/22/2005,260.29,9/23/2005,1.7755,2005-03-14,4.8560,,,,
,,,3/11/2005,2502.83,9/21/2005,260.99,9/22/2005,1.7905,2005-03-11,4.8570,,,,
,,,3/10/2005,2492.84,9/20/2005,257.94,9/21/2005,1.8098,2005-03-10,4.8730,,,,
,,,3/9/2005,2508.12,9/19/2005,257.82,9/20/2005,1.7984,2005-03-09,4.8640,,,,
,,,3/8/2005,2514.73,9/16/2005,254.31,9/19/2005,1.8022,2005-03-08,4.8420,,,,
,,,3/7/2005,2522.94,9/15/2005,252.34,9/16/2005,1.8082,2005-03-07,4.7920,,,,
,,,3/4/2005,2527.25,9/14/2005,246.89,9/15/2005,1.8061,2005-03-04,4.7880,,,,
,,,3/3/2005,2515.98,9/13/2005,245.01,9/14/2005,1.8239,2005-03-03,4.8240,,,,
,,,3/2/2005,2506.14,9/12/2005,247.17,9/13/2005,1.8224,2005-03-02,4.8430,,,,
,,,3/1/2005,2510.04,9/9/2005,244.25,9/12/2005,1.8197,2005-03-01,4.7860,,,,
,,,2/28/2005,2495.46,9/8/2005,244.01,9/9/2005,1.8391,2005-02-28,4.7360,,,,
,,,2/25/2005,2510.72,9/7/2005,242.24,9/8/2005,1.8357,2005-02-25,4.7620,,,,
,,,2/24/2005,2493.19,9/6/2005,240.96,9/7/2005,1.8366,2005-02-24,4.7900,,,,
,,,2/23/2005,2499.3,9/5/2005,241.46,9/6/2005,1.8427,2005-02-23,4.7550,,,,
,,,2/22/2005,2519.38,9/2/2005,241.29,9/5/2005,1.8444,2005-02-22,4.7310,,,,
,,,2/21/2005,2533.23,9/1/2005,241.63,9/2/2005,1.8418,2005-02-21,4.7300,,,,
,,,2/18/2005,2534.73,8/31/2005,241.28,9/1/2005,1.8343,2005-02-18,4.6910,,,,
,,,2/17/2005,2535.06,8/30/2005,241.58,8/31/2005,1.8041,2005-02-17,4.6300,,,,
